outcome,backend,actual,counterfactual,absolute_uplift,relative_uplift,ci_low,ci_high,relative_ci_low,relative_ci_high,p_value,significant,material,verdict
gbv,bsts,396143003.8841404,368212260.89251995,27930742.99162042,0.07585500527309524,24210657.86010015,30972692.74047625,0.06509425200285018,0.08481711627507164,0.0009995002498750624,True,True,material effect
room_nights,bsts,2160550.781770777,1951101.5880899844,209449.19368079258,0.10734919952878068,190622.61278964928,225356.07752430998,0.09676627594408266,0.11645137154923123,0.0009995002498750624,True,True,material effect
