drift_pct,draws,mean_truth,mean_estimate,bias_pp,rmse_pp,coverage,width_pp,divergence_pct,error_growth,flagged_rate
0,6,0.0928098659458685,0.08441110028567678,-0.8398765660191734,1.082492772480671,0.5,2.387294173192912,1.2062231572170534,0.7513175140701631,0.16666666666666666
10,6,0.09269313618598922,0.0813887542671993,-1.1304381918789868,1.3839368353564603,0.6666666666666666,2.749349550602373,1.3001985816691182,0.9638678465342062,0.0
20,6,0.09257619589476818,0.08910155114365792,-0.34746447511102335,1.2608495878477122,1.0,4.881618095910959,1.41000129126069,1.3572899951068134,0.6666666666666666
35,6,0.09240051574385195,0.10071702183525222,0.8316506091400216,1.7252888065331367,1.0,7.167394251758171,2.598648277232478,1.9607812960248199,1.0
