predictor,mape_without,mape_full,error_added_by_dropping,relative_value,verdict
clean_control_volume,0.05174906762880029,0.008384395606195411,0.04336467202260488,5.1720689313087505,load-bearing
meta_impressions,0.009584091458920705,0.008384395606195411,0.0011996958527252938,0.14308674221416898,load-bearing
market_total_ly,0.008498442271605915,0.008384395606195411,0.00011404666541050407,0.013602252418317728,marginal
destination_queries,0.00836008958989085,0.008384395606195411,-2.4306016304560113e-05,-0.0028989586663348606,no measurable value
market_purchases,0.008161420469934932,0.008384395606195411,-0.00022297513626047885,-0.02659406196145107,no measurable value
market_visitors,0.00791758485483845,0.008384395606195411,-0.0004668107513569608,-0.05567613615607835,no measurable value
