seed,truth,estimate,error,ci_low,ci_high,covered,design,halo_bps
3003,0.0932784896119633,0.0195878409474254,-0.0736906486645379,-0.1470788098613673,0.1883408686234148,True,C: market-wide prior-year,100
3003,0.0932784896119633,0.0738389312410067,-0.0194395583709566,0.0508792611434458,0.09595447623379,True,D: clean-pool control,100
3003,0.0932784896119633,0.0970107636652114,0.003732274053248,0.089025259915738,0.1047193165422333,True,A: competitor-set control,200
3003,0.0932784896119633,0.0195878409474254,-0.0736906486645379,-0.1470788098613673,0.1883408686234148,True,C: market-wide prior-year,200
3003,0.0932784896119633,0.0635782159644642,-0.0297002736474991,0.0408379294549451,0.0854824431294477,False,D: clean-pool control,200
3004,0.092437467295714,0.11238854039884076,0.019951073103126757,0.10247701865384246,0.12455046638000847,False,A: competitor-set control,0
3004,0.092437467295714,0.09095483142397791,-0.001482635871736096,-0.03201882489515837,0.18891334003186683,True,C: market-wide prior-year,0
3004,0.092437467295714,0.08330733495626232,-0.009130132339451688,0.07718635985598173,0.09157678717588044,False,D: clean-pool control,0
3004,0.092437467295714,0.10685540480895779,0.014417937513243786,0.09699318399769394,0.11895683611309135,False,A: competitor-set control,50
3004,0.092437467295714,0.09095483142397791,-0.001482635871736096,-0.03201882489515837,0.18891334003186683,True,C: market-wide prior-year,50
3004,0.092437467295714,0.0783753949833329,-0.014062072312381102,0.07228228665806254,0.08660719912226315,False,D: clean-pool control,50
3004,0.092437467295714,0.10137704713229442,0.008939579836580419,0.09156363917667132,0.11341858265528496,True,A: competitor-set control,100
3004,0.092437467295714,0.09095483142397791,-0.001482635871736096,-0.03201882489515837,0.18891334003186683,True,C: market-wide prior-year,100
3004,0.092437467295714,0.07349021802767457,-0.018947249268039437,0.06742471225390637,0.08168473105251767,False,D: clean-pool control,100
3004,0.092437467295714,0.09058144350696906,-0.0018560237887449427,0.08086422573687647,0.10250494892856503,True,A: competitor-set control,200
3004,0.092437467295714,0.09095483142397791,-0.001482635871736096,-0.03201882489515837,0.18891334003186683,True,C: market-wide prior-year,200
3004,0.092437467295714,0.06385747959971269,-0.028579987696001313,0.05784640136479957,0.07197846088743586,False,D: clean-pool control,200
3005,0.09224215754573017,0.10686272206764293,0.014620564521912752,0.09106690901322338,0.12104678273069727,True,A: competitor-set control,0
3005,0.09224215754573017,0.12034053644680115,0.028098378901070975,0.05675090637203531,0.17847720378091117,True,C: market-wide prior-year,0
3005,0.09224215754573017,0.1004124803407177,0.008170322794987528,0.09245089640419768,0.10763984152965157,False,D: clean-pool control,0
3005,0.09224215754573017,0.10144728294605662,0.009205125400326447,0.08572875252322866,0.11556194664100818,True,A: competitor-set control,50
3005,0.09224215754573017,0.12034053644680115,0.028098378901070975,0.05675090637203531,0.17847720378091117,True,C: market-wide prior-year,50
3005,0.09224215754573017,0.09503208469393461,0.0027899271482044324,0.0871094284071087,0.10222410816780855,True,D: clean-pool control,50
3005,0.09224215754573017,0.09608501845441347,0.0038428609086832988,0.08044301181883547,0.11013096659564306,True,A: competitor-set control,100
3005,0.09224215754573017,0.12034053644680115,0.028098378901070975,0.05675090637203531,0.17847720378091117,True,C: market-wide prior-year,100
3005,0.09224215754573017,0.08970450266905954,-0.002537654876670639,0.0818203919205907,0.09686153530063973,True,D: clean-pool control,100
3005,0.09224215754573017,0.08551690258734192,-0.006725254958388258,0.07002571138645634,0.09942742400079026,True,A: competitor-set control,200
3005,0.09224215754573017,0.12034053644680115,0.028098378901070975,0.05675090637203531,0.17847720378091117,True,C: market-wide prior-year,200
3005,0.09224215754573017,0.07920469048433613,-0.01303746706139404,0.07139654682777138,0.08629276176148708,False,D: clean-pool control,200
3006,0.09323103212800699,0.12416445854783215,0.03093342641982516,0.11316490205328758,0.13698186051673106,False,A: competitor-set control,0
3006,0.09323103212800699,0.24464651976459867,0.15141548763659168,0.17108249046494128,0.34163000618370193,False,C: market-wide prior-year,0
3006,0.09323103212800699,0.10247267324703142,0.009241641119024438,0.09056169757944087,0.11417509219592245,True,D: clean-pool control,0
3006,0.09323103212800699,0.11856038840686078,0.0253293562788538,0.10761566578083626,0.13131389436916346,False,A: competitor-set control,50
3006,0.09323103212800699,0.24464651976459867,0.15141548763659168,0.17108249046494128,0.34163000618370193,False,C: market-wide prior-year,50
3006,0.09323103212800699,0.097572160763371,0.004341128635364011,0.0857141296143776,0.1092225622323375,True,D: clean-pool control,50
3006,0.09323103212800699,0.1130118595879978,0.01978082745999081,0.10212142737806006,0.12570210280999006,False,A: competitor-set control,100
3006,0.09323103212800699,0.24464651976459867,0.15141548763659168,0.17108249046494128,0.34163000618370193,False,C: market-wide prior-year,100
3006,0.09323103212800699,0.09271758968569949,-0.000513442442307499,0.08091200671014934,0.10431646132907785,True,D: clean-pool control,100
3006,0.09323103212800699,0.10207815661556141,0.008847124487554425,0.09129470686946643,0.11464373688015361,True,A: competitor-set control,200
3006,0.09323103212800699,0.24464651976459867,0.15141548763659168,0.17108249046494128,0.34163000618370193,False,C: market-wide prior-year,200
3006,0.09323103212800699,0.08314366448184302,-0.01008736764616397,0.07144151698629476,0.09464091176169778,True,D: clean-pool control,200
3007,0.09314770828347463,0.10513789674798964,0.011990188464515009,0.08678769974099883,0.1177430410616322,True,A: competitor-set control,0
3007,0.09314770828347463,0.15217893492017506,0.059031226636700435,0.05592275214556117,0.29992415025224367,True,C: market-wide prior-year,0
3007,0.09314770828347463,0.08303984619350581,-0.01010786208996882,0.0548934740964564,0.1038921551354998,True,D: clean-pool control,0
3007,0.09314770828347463,0.09959546036669446,0.006447752083219835,0.08133729241761115,0.11213738794454252,True,A: competitor-set control,50
3007,0.09314770828347463,0.15217893492017506,0.059031226636700435,0.05592275214556117,0.29992415025224367,True,C: market-wide prior-year,50
3007,0.09314770828347463,0.07808946114474356,-0.015058247138731065,0.050071741174479614,0.09884645784242667,True,D: clean-pool control,50
3007,0.09314770828347463,0.09410811980776043,0.0009604115242858036,0.07594106608125258,0.10658745906984543,True,A: competitor-set control,100
3007,0.09314770828347463,0.15217893492017506,0.059031226636700435,0.05592275214556117,0.29992415025224367,True,C: market-wide prior-year,100
3007,0.09314770828347463,0.07318610321224361,-0.019961605071231014,0.04529581321362661,0.09384869310225386,True,D: clean-pool control,100
3007,0.09314770828347463,0.0832954766090422,-0.00985223167443243,0.06530796077861639,0.09565148743552358,True,A: competitor-set control,200
3007,0.09314770828347463,0.15217893492017506,0.059031226636700435,0.05592275214556117,0.29992415025224367,True,C: market-wide prior-year,200
3007,0.09314770828347463,0.06351777669164196,-0.029629931591832664,0.035878750131541265,0.08399421744571027,False,D: clean-pool control,200
